Name,Lat,Long,Lat/Long,Price
2ND AVENUE DELI 162 EAST 33 STREET New York NY 10016,40.74727,-73.9800645,"{lng=-73.9800645, lat=40.74727}",$3.00 
HAPPY DELI 146-02 45 AVENUE New York NY 11355,40.7493096,-73.8213213,"{lng=-73.8213213, lat=40.7493096}",$3.50 
DELICIAS TROPICAL RESTAURANT 93-16 37 AVENUE New York NY 11372,40.7527924,-73.8801301,"{lng=-73.8801301, lat=40.7527924}",$3.00 
DELI MANJOO BAKERY 133-31 39 AVENUE New York NY 11354,40.7699016,-73.8272029,"{lng=-73.8272029, lat=40.7699016}",$5.50 
MASTER EXPRESS DELI & RESTAURANT 12696 WILLETS POINT BOULEVARD New York NY 11368,40.7578729,-73.841709,"{lng=-73.84170900000001, lat=40.7578729}",$3.00 
COURT DELI RESTAURANT 96 EAST 161 STREET New York NY 10451,40.8187386,-73.9271644,"{lng=-73.9271644, lat=40.8187386}",$5.50 
LAS CHATAS TAQUERIA & DELI GROCERY 599 EAST 184 STREET New York NY 10458,40.8621792,-73.88601,"{lng=-73.88601, lat=40.8621792}",$6.25 
JADESTONE PIZZERIA AND DELI 44574459 3 AVENUE New York NY 10457,40.8441387,-73.8977693,"{lng=-73.8977693, lat=40.84413869999999}",$4.00 
CIVIC DELI 111 WORTH STREET New York NY 10013,40.7160117,-74.0034906,"{lng=-74.00349059999999, lat=40.7160117}",$5.25 
AL'S DELI 458 7 AVENUE New York NY 10001,40.7536854,-73.9991637,"{lng=-73.9991637, lat=40.75368539999999}",$5.75 
TRADER'S EXPRESS DELI 22 BEAVER STREET New York NY 10004,40.704813,-74.0121932,"{lng=-74.0121932, lat=40.704813}",$5.00 
DESI DELI PUNJABI DHABA 724 10 AVENUE New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}",$5.25 
EL BARRIO JUICE BAR DELI 308 EAST 116 STREET New York NY 10029,40.7916407,-73.9447994,"{lng=-73.9447994, lat=40.79164069999999}",$3.75 
BLUE CAFE/3 IN 1 DELI RESTAURANT 50 HOYT STREET New York NY 11201,40.689211,-73.986272,"{lng=-73.986272, lat=40.689211}",$5.00 
NEW YORK DELI 21-09 BORDEN AVENUE New York NY 11101,40.7405534,-73.9492057,"{lng=-73.9492057, lat=40.7405534}",$4.25 
STADIUM DELI 127-01 34 AVENUE New York NY 11368,40.7506343,-73.8477874,"{lng=-73.8477874, lat=40.7506343}",$3.00 
FATHER & SON DELI 2511 30 AVENUE New York NY 11102,40.7732937,-73.9286341,"{lng=-73.9286341, lat=40.7732937}",$5.00 
J & JOE DELI & GROCERY 82-39 164 STREET New York NY 11432,40.7154518,-73.7919103,"{lng=-73.7919103, lat=40.7154518}",$5.25 
NEW DREAM DELI 27-51 JACKSON AVENUE New York NY 11101,40.748406,-73.939639,"{lng=-73.939639, lat=40.748406}",$3.50 
BINGO DELI 77 PEARL STREET New York NY 10004,40.7040805,-74.0105051,"{lng=-74.0105051, lat=40.7040805}",$6.25 
SHANGRI-LA DELI 228 FORT WASHINGTON AVENUE New York NY 10032,40.8429611,-73.9419678,"{lng=-73.9419678, lat=40.8429611}",$4.00 
MD BAGELS DELI & GROCEERY 434 CASTLETON AVENUE New York NY 10301,40.6337599,-74.0971352,"{lng=-74.0971352, lat=40.6337599}",$6.75 
GARDENIA GROCERY & DELI 404 8 AVENUE New York NY 10001,40.7536854,-73.9991637,"{lng=-73.9991637, lat=40.75368539999999}",$6.50 
BLACKSMITH CAFE & DELICATESSEN 20 WEST 37 STREET New York NY 10018,40.755322,-73.9932872,"{lng=-73.9932872, lat=40.755322}",$6.75 
PARK DELI 209 NASSAU AVENUE New York NY 11222,40.725813,-73.9442933,"{lng=-73.9442933, lat=40.725813}",$6.75 
DELI & GRILL 5001 4 AVENUE New York NY 11220,40.6385229,-74.0153231,"{lng=-74.0153231, lat=40.6385229}",$5.00 
HUNTER DELI 966 LEXINGTON AVENUE New York NY 10021,40.7694587,-73.963198,"{lng=-73.96319799999999, lat=40.7694587}",$4.25 
658 KINGS DELI 658 NEW DORP LANE New York NY 10306,40.566305,-74.101954,"{lng=-74.10195399999999, lat=40.566305}",$3.75 
STAGE STAR DELI 105 WEST 55 STREET New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}",$5.50 
H.J.M. DELI 1380 BRONX RIVER AVE New York NY 10472,40.8335401,-73.879941,"{lng=-73.879941, lat=40.8335401}",$6.00 
LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES 2029 GRAND CONCOURSE New York NY 10453,40.8521811,-73.9044626,"{lng=-73.9044626, lat=40.8521811}",$3.00 
KENNEDY DELI 157-05 ROCKAWAY BOULEVARD New York NY 11434,40.666296,-73.779062,"{lng=-73.779062, lat=40.666296}",$6.25 
MOON PALACE DELI 496 ATLANTIC AVENUE New York NY 11217,40.685484,-73.981917,"{lng=-73.981917, lat=40.685484}",$5.75 
NEALTICAN DELI ANTOJITOS MEXICANOS 1225 FLUSHING AVENUE New York NY 11237,40.707988,-73.923703,"{lng=-73.923703, lat=40.707988}",$4.75 
SUSHI DELIGHT 157 HESTER STREET New York NY 10013,40.71745,-73.9959961,"{lng=-73.9959961, lat=40.71745}",$3.50 
JOHAL DELI 945 COLUMBUS AVENUE New York NY 10025,40.7994054,-73.9623643,"{lng=-73.96236429999999, lat=40.7994054}",$5.25 
BUNNY DELI 1522 ST NICHOLAS AVENUE New York NY 10033,40.8524539,-73.9312305,"{lng=-73.9312305, lat=40.8524539}",$4.00 
NEW SIDE STREET DELI 187 STATE STREET New York NY 11201,40.6903491,-73.9916463,"{lng=-73.9916463, lat=40.6903491}",$3.50 
MEI SIN DELI & GROCERY 3712 ALLEN STREET New York NY 10002,40.7187283,-73.9907748,"{lng=-73.9907748, lat=40.7187283}",$5.75 
OAXACA DELI AND TAQUERIA 1240 CASTLETON AVENUE New York NY 10310,40.6339957,-74.1238579,"{lng=-74.1238579, lat=40.6339957}",$3.25 
HEALTHY CHOICE DELI AND 341 7 AVENUE New York NY 11215,40.6681669,-73.9800645,"{lng=-73.9800645, lat=40.6681669}",$3.50 
DELICIOSO RESTAURANT 423 EAST 149 STREET New York NY 10455,40.8147803,-73.9080581,"{lng=-73.90805809999999, lat=40.8147803}",$4.75 
LA BAGEL DELIGHT 284 7 AVENUE New York NY 11215,40.6681669,-73.9800645,"{lng=-73.9800645, lat=40.6681669}",$5.25 
DELICIAS MEXICANAS 2109 3 AVENUE New York NY 10029,40.7916407,-73.9447994,"{lng=-73.9447994, lat=40.79164069999999}",$5.25 
DELICIA DONA MARIA RESTAURANT 88-09 JAMAICA AVENUE New York NY 11421,40.692918,-73.856145,"{lng=-73.856145, lat=40.692918}",$3.25 
NO HO JUICE BAR & DELI 208 MERCER STREET New York NY 10012,40.7266024,-73.996582,"{lng=-73.996582, lat=40.7266024}",$6.00 
MI BELLA PIAXTLA DELI & GROCERY 1904 BATH AVENUE New York NY 11214,40.602358,-74.003804,"{lng=-74.003804, lat=40.602358}",$5.50 
BOMBAY DELI PIZZA & TANDOORI RESTAURANT 367 WEST 36 STREET New York NY 10018,40.755322,-73.9932872,"{lng=-73.9932872, lat=40.755322}",$6.25 
1694 GOURMET DELI & GRILL 1694 PARK AVENUE New York NY 10035,40.8013042,-73.9422367,"{lng=-73.9422367, lat=40.8013042}",$3.50 
BLOOMS DELICATESSEN AND RESTAURANT 124 EAST 40 STREET New York NY 10016,40.74727,-73.9800645,"{lng=-73.9800645, lat=40.74727}",$3.00 
PAPA JOHN'S DELI 325 CITY ISLAND AVENUE New York NY 10464,40.847642,-73.786942,"{lng=-73.786942, lat=40.847642}",$6.00 
URIS DELI (URIS HALL) MAIN CAMPUS 411 WEST 116 STREET New York NY 10027,40.8138912,-73.9624327,"{lng=-73.96243270000001, lat=40.8138912}",$5.75 
TINOS DELICATESSEN 2410 ARTHUR AVENUE New York NY 10458,40.8557998,-73.8870496,"{lng=-73.8870496, lat=40.8557998}",$3.00 
ALNOOR HALAL DELI 672 4 AVENUE New York NY 11232,40.6560436,-74.0079781,"{lng=-74.0079781, lat=40.6560436}",$3.50 
E Z DELI 1625 BROADWAY New York NY 10019,40.7612696,-73.984413,"{lng=-73.984413, lat=40.7612696}",$4.00 
LAS DELICIAS PERUANAS RESTAURANT 4307 104 STREET New York NY 11368,40.747651,-73.860238,"{lng=-73.860238, lat=40.747651}",$3.75 
MARIO'S DELI 262 NASSAU AVENUE New York NY 11222,40.725754,-73.940556,"{lng=-73.940556, lat=40.72575399999999}",$3.00 
QUICK STOP DELI 68-06 ROOSEVELT AVENUE New York NY 11377,40.746078,-73.896914,"{lng=-73.896914, lat=40.746078}",$6.25 
GARDEN CITY DELI 607 9 AVENUE New York NY 10036,40.7602619,-73.9932872,"{lng=-73.9932872, lat=40.7602619}",$5.25 
IMPRESS DELI 401 EAST 34 STREET New York NY 10016,40.74727,-73.9800645,"{lng=-73.9800645, lat=40.74727}",$6.50 
OTHELLO DELI 2619 24 AVENUE New York NY 11102,40.774172,-73.9176905,"{lng=-73.91769049999999, lat=40.77417200000001}",$3.50 
DELISSIMO DELI & CAFE 39 EAST 60 STREET New York NY 10022,40.7593941,-73.9697795,"{lng=-73.9697795, lat=40.7593941}",$6.00 
DEAR & DELICIOUS 1466 MANOR ROAD New York NY 10314,40.594799,-74.1263681,"{lng=-74.1263681, lat=40.59479899999999}",$5.25 
CASTILLO DE JAGUA DELI RESTAURANT 6811 4 AVENUE New York NY 11220,40.6385229,-74.0153231,"{lng=-74.0153231, lat=40.6385229}",$3.50 
K & Y DELI & GROCERIES 152-09 ROCKAWAY BOULEVARD New York NY 11434,40.6719807,-73.7846584,"{lng=-73.7846584, lat=40.6719807}",$5.75 
MEZA PASTA & DELI 6410 NEW UTRECHT AVENUE New York NY 11219,40.624361,-73.997834,"{lng=-73.997834, lat=40.624361}",$4.00 
L'AROMA DELI CAFE 62-54 FOREST AVENUE New York NY 11385,40.711782,-73.905862,"{lng=-73.905862, lat=40.711782}",$6.50 
DELICATESSEN MACBAR 54 PRINCE ST New York NY 10012,40.72346,-73.9963118,"{lng=-73.9963118, lat=40.72346}",$5.25 
F & J DELICATESSEN DELIGHTS 768 CASTLE HILL AVE New York NY 10473,40.8226303,-73.8488519,"{lng=-73.8488519, lat=40.82263030000001}",$3.50 
FRANHILL DELI 204-17A HILLSIDE AVENUE New York NY 11423,40.7204137,-73.760982,"{lng=-73.760982, lat=40.72041369999999}",$6.00 
TRINI DELIGHT 110-02 LIBERTY AVENUE New York NY 11419,40.68415,-73.83189,"{lng=-73.83189, lat=40.68415}",$6.50 
CHRIST COFFEE SHOP & DELI 500 WEST 168 STREET New York NY 10032,40.8409822,-73.9447994,"{lng=-73.9447994, lat=40.8409822}",$3.75 
JJ DELI 36-19 REVIEW AVENUE New York NY 11101,40.7341074,-73.9373579,"{lng=-73.9373579, lat=40.7341074}",$6.50 
ZEREGA AVENUE DELI 1130 ZEREGA AVENUE New York NY 10462,40.831605,-73.8442309,"{lng=-73.8442309, lat=40.831605}",$3.00 
MR PANCHO TACO DELI 2871 WEBSTER AVENUE New York NY 10458,40.8672371,-73.8839853,"{lng=-73.88398529999999, lat=40.8672371}",$3.25 
876 MARKET DELI 876 6 AVENUE New York NY 10001,40.7536854,-73.9991637,"{lng=-73.9991637, lat=40.75368539999999}",$3.25 
MI CASA DELI 73-16 ROOSEVELT AVENUE New York NY 11372,40.746661,-73.891737,"{lng=-73.89173699999999, lat=40.746661}",$3.25 
ANGELA'S ROCK AND ROLL DELI 1428 6 AVENUE New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}",$4.75 
GMC TEMAXCAL DELI & GROCERY 163 PARK AVENUE New York NY 11205,40.6964204,-73.9729553,"{lng=-73.9729553, lat=40.6964204}",$3.75 
ROGER DELI HOUSE 1490 MADISON AVENUE New York NY 10029,40.7913659,-73.951553,"{lng=-73.95155299999999, lat=40.7913659}",$6.50 
ANGELOS DELI RESTAURANT 5000 GRAND AVENUE New York NY 11378,40.7173058,-73.9182471,"{lng=-73.9182471, lat=40.7173058}",$3.75 
GRILL'S DELIGHT & JUICE BAR 587 5 AVENUE New York NY 11215,40.6681669,-73.9800645,"{lng=-73.9800645, lat=40.6681669}",$3.00 
LITTLE ANTHONYS DELI & PIZZA 150-19 LIBERTY AVENUE New York NY 11433,40.6985699,-73.801808,"{lng=-73.801808, lat=40.6985699}",$6.00 
ARTIE'S DELICATESSEN 2290 BROADWAY New York NY 10024,40.7860365,-73.9779008,"{lng=-73.9779008, lat=40.7860365}",$3.25 
LA BAGEL DELIGHT 73 LAFAYETTE AVENUE New York NY 11217,40.6873122,-73.9753652,"{lng=-73.9753652, lat=40.6873122}",$3.50 
DAVID'S BRISKET HOUSE DELI 533 NOSTRAND AVENUE New York NY 11216,40.679125,-73.9494477,"{lng=-73.9494477, lat=40.679125}",$3.00 
JOHN'S FAMOUS DELI 15 INNIS STREET New York NY 10302,40.6337522,-74.1417893,"{lng=-74.1417893, lat=40.6337522}",$5.50 
BALILO DELI 837 11 AVENUE New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}",$3.00 
TEHUITZINGO DELI AND GROCERY 695 10 AVENUE New York NY 10036,40.7602619,-73.9932872,"{lng=-73.9932872, lat=40.7602619}",$4.00 
C & C DELI COFFEE SHOP & PASTRY 2438 EASTCHESTER ROAD New York NY 10469,40.862251,-73.842851,"{lng=-73.842851, lat=40.86225100000001}",$6.00 
THE NEW STAR DELI 1377 MADISON STREET New York NY 11237,40.6973424,-73.9111368,"{lng=-73.9111368, lat=40.6973424}",$6.25 
MENDY'S KOSHER DELICATESSEN 875 3 AVENUE New York NY 10022,40.7593941,-73.9697795,"{lng=-73.9697795, lat=40.7593941}",$3.00 
ARIANA DELI 32 NEW DORP PLAZA New York NY 10306,40.5737309,-74.1163596,"{lng=-74.1163596, lat=40.5737309}",$4.25 
JR GOURMET DELI & PRODUCE 2045 BARTOW AVENUE New York NY 10475,40.8695221,-73.8287875,"{lng=-73.82878749999999, lat=40.8695221}",$3.25 
ELIM DELI CAFE 851 LEXINGTON AVENUE New York NY 10065,40.765549,-73.965446,"{lng=-73.965446, lat=40.765549}",$6.50 
DELICIA BAKERY 2785 3 AVENUE New York NY 10455,40.8147803,-73.9080581,"{lng=-73.90805809999999, lat=40.8147803}",$5.50 
LA BAGEL DELIGHT 104 FRONT STREET New York NY 11201,40.702338,-73.9887298,"{lng=-73.9887298, lat=40.702338}",$3.00 
HOT BAGELS & DELI 108 MONTAGUE STREET New York NY 11201,40.6948103,-73.9952234,"{lng=-73.9952234, lat=40.6948103}",$5.50 
MAJESTIC DELICATESSEN CAFE 200 WEST 50 STREET New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}",$5.00 
CHOLULITA DELI & RESTAURANT 888 BROADWAY New York NY 11206,40.6981051,-73.9372759,"{lng=-73.9372759, lat=40.6981051}",$3.50 
DELIMARIE 106 DUANE STREET New York NY 10007,40.7153459,-74.006413,"{lng=-74.006413, lat=40.7153459}",$3.25 
DELICIOUS BAKERY 139 HESTER ST New York NY 10002,40.7170523,-73.9947718,"{lng=-73.9947718, lat=40.7170523}",$6.50 
NY GOURMET DELI 680 8 AVENUE New York NY 10036,40.7602619,-73.9932872,"{lng=-73.9932872, lat=40.7602619}",$3.75 
A&E TENOCHTITLAN DELI & TAQUERIA 2445 CRESTON AVENUE New York NY 10468,40.8616336,-73.8989026,"{lng=-73.8989026, lat=40.8616336}",$4.50 
RASPBERRY DELI & GROCERY 2127 2 AVENUE New York NY 10029,40.7916407,-73.9447994,"{lng=-73.9447994, lat=40.79164069999999}",$6.75 
MI PEQUENA CHOLULA DELI RESTAURANTE 1481 MYRTLE AVENUE New York NY 11237,40.699188,-73.916501,"{lng=-73.916501, lat=40.699188}",$4.75 
BEST DELI 4106 2 AVENUE New York NY 11232,40.6560436,-74.0079781,"{lng=-74.0079781, lat=40.6560436}",$5.00 
TNT BAKERS DELIGHT RESTAURANT 872 NOSTRAND AVENUE New York NY 11225,40.668298,-73.9509379,"{lng=-73.9509379, lat=40.668298}",$3.75 
ZEMA DELI/GROCERY 54-33 MYRTLE AVENUE New York NY 11385,40.6996937,-73.9100989,"{lng=-73.9100989, lat=40.6996937}",$4.75 
GOLDEN LION GOURMET DELI 135-20 JAMAICA AVENUE New York NY 11418,40.702252,-73.816882,"{lng=-73.816882, lat=40.70225200000001}",$3.50 
COURTHOUSE DELI 88-40 SUTPHIN BOULEVARD New York NY 11435,40.7039695,-73.80888,"{lng=-73.80888, lat=40.7039695}",$4.25 
NEW DELICIOUS WOK 59-52 SUMMERFIELD STREET New York NY 11385,40.700315,-73.896694,"{lng=-73.896694, lat=40.700315}",$3.50 
ESSEN DELI 1359 CONEY ISLAND AVENUE New York NY 11230,40.624387,-73.964727,"{lng=-73.964727, lat=40.624387}",$3.25 
BLUE & GOLD DELI 510 EAST 62 STREET New York NY 10065,40.7645239,-73.9624327,"{lng=-73.96243270000001, lat=40.7645239}",$3.50 
CHINA DELIGHT 9902 37 AVENUE New York NY 11368,40.7506343,-73.8477874,"{lng=-73.8477874, lat=40.7506343}",$5.75 
DELI & COFFEE CORP. BREAKFAST & LUNCH 89-49 165 STREET New York NY 11432,40.7154518,-73.7919103,"{lng=-73.7919103, lat=40.7154518}",$5.75 
EVERYDAY GOURMET DELI 369 LEXINGTON AVENUE New York NY 10017,40.7504546,-73.9769739,"{lng=-73.97697389999999, lat=40.7504546}",$4.00 
GEORGE'S SIDESTREET DELI & GRILL 150-59 34 AVENUE New York NY 11354,40.7699016,-73.8272029,"{lng=-73.8272029, lat=40.7699016}",$3.50 
CLASSIC DELI 2655 RICHMOND AVENUE New York NY 10314,40.5816978,-74.1661941,"{lng=-74.1661941, lat=40.5816978}",$3.00 
FRESH N DELISH 1167 2 AVENUE New York NY 10065,40.7645239,-73.9624327,"{lng=-73.96243270000001, lat=40.7645239}",$3.50 
ANTOJITOS DELI FOOD 1936 86 STREET New York NY 11214,40.6042332,-74.0025999,"{lng=-74.00259989999999, lat=40.6042332}",$3.00 
ATLIXCO BAKERY & DELI 1012 ST PAULS AVE New York NY 10301,40.635287,-74.0783029,"{lng=-74.0783029, lat=40.635287}",$4.75 
BUDDY'S KOSHER DELI 215-01 73 AVENUE New York NY 11364,40.7469886,-73.7536695,"{lng=-73.7536695, lat=40.7469886}",$6.25 
NEW MIDFIELD DELI 6378 AMBOY ROAD New York NY 10309,40.522266,-74.216489,"{lng=-74.216489, lat=40.52226599999999}",$3.75 
ROCKAWAY PLAZA DELI 160-43 ROCKAWAY BOULEVARD New York NY 11434,40.6635078,-73.7771542,"{lng=-73.7771542, lat=40.6635078}",$6.25 
M&R DELI & COFFEE SHOP 1480 WILLIAMSBRIDGE ROAD New York NY 10461,40.844184,-73.845479,"{lng=-73.845479, lat=40.844184}",$3.50 
EL NUEVO DELICIOSO RESTAURANT 410 EAST 148 STREET New York NY 10455,40.8147803,-73.9080581,"{lng=-73.90805809999999, lat=40.8147803}",$5.50 
CHICKEN DELICATESSEN 43 EAST 28 STREET New York NY 10016,40.74727,-73.9800645,"{lng=-73.9800645, lat=40.74727}",$6.25 
2ND AVENUE DELI 1442 1 AVENUE New York NY 10021,40.7700703,-73.9580246,"{lng=-73.9580246, lat=40.7700703}",$4.00 
STAGE DELI 110-00 ROCKAWAY BOULEVARD New York NY 11420,40.6729864,-73.8328389,"{lng=-73.8328389, lat=40.6729864}",$5.50 
CHELSEA DELI & PIZZA 301 10 AVENUE New York NY 10001,40.7536854,-73.9991637,"{lng=-73.9991637, lat=40.75368539999999}",$4.25 
EIGHTEEN RESTAURANT DELICATESSEN AND GRILE 240 EAST 81 STREET New York NY 10028,40.7766412,-73.9521468,"{lng=-73.9521468, lat=40.77664120000001}",$5.50 
AVENUE Z DELI & PIZZA 603 AVENUE Z New York NY 11223,40.5860873,-73.9716026,"{lng=-73.9716026, lat=40.5860873}",$6.50 
LLOYD & JAY'S KOSHER DELI 2718 AVENUE U New York NY 11229,40.6011738,-73.9347623,"{lng=-73.9347623, lat=40.6011738}",$6.00 
ISLAND DELIGHT JERK & SEAFOOD CUISINE 205-20 JAMAICA AVENUE New York NY 11423,40.713498,-73.754234,"{lng=-73.75423400000001, lat=40.713498}",$5.50 
TAQUERIA JUAREZ DELI GROCERY & RESTAURANT 91-09 43 AVENUE New York NY 11373,40.737975,-73.8801301,"{lng=-73.8801301, lat=40.737975}",$6.00 
388 CAFE & DELI 13 ELDRIDGE STREET New York NY 10002,40.714851,-73.993937,"{lng=-73.993937, lat=40.714851}",$4.50 
CONNIE'S DELI 240 EAST 204 STREET New York NY 10458,40.8621792,-73.88601,"{lng=-73.88601, lat=40.8621792}",$3.25 
DELICIAS CALENAS #2 35-68 73 STREET New York NY 11372,40.7527924,-73.8801301,"{lng=-73.8801301, lat=40.7527924}",$6.50 
HAPPY DELI PLUS 33-09 COLLEGE POINT BOULEVARD New York NY 11354,40.765304,-73.8365929,"{lng=-73.8365929, lat=40.765304}",$4.50 
FIRST STOP DELI CORP 406 AVENUE M New York NY 11230,40.616583,-73.97109,"{lng=-73.97108999999999, lat=40.616583}",$3.50 
LA CUEVA DELI & GROCERY 47-18 JUNCTION BOULEVARD New York NY 11368,40.7420137,-73.8674975,"{lng=-73.8674975, lat=40.7420137}",$6.25 
DELIOS PIZZA 553 WEST 207 STREET New York NY 10034,40.8721452,-73.9212858,"{lng=-73.92128579999999, lat=40.8721452}",$3.25 
LA NUEVA ESTRELLA PIZZA AND DELI GROCERY 219 WEST 230 STREET New York NY 10463,40.8803247,-73.9095279,"{lng=-73.9095279, lat=40.8803247}",$5.25 
SUPREME DELI 82-65 PARSONS BOULEVARD New York NY 11432,40.716551,-73.807605,"{lng=-73.807605, lat=40.716551}",$6.50 
CITI BAGEL & DELI 6372 AMBOY ROAD New York NY 10309,40.522497,-74.2163939,"{lng=-74.21639390000001, lat=40.522497}",$4.75 
SIMPLY CHICKEN & CARNEGIE DELI 4 PENNSYLVANIA PLAZA New York NY 10001,40.7508707,-73.9942661,"{lng=-73.99426609999999, lat=40.7508707}",$5.75 
DELI PLANT MILK STORE 57-54 MASPETH AVENUE New York NY 11378,40.723014,-73.912644,"{lng=-73.912644, lat=40.723014}",$6.00 
DELICIOUS ON LYDIG 746 LYDIG AVENUE New York NY 10462,40.8544483,-73.865898,"{lng=-73.865898, lat=40.8544483}",$5.00 
MEERA DELI Nov-57 44 DRIVE New York NY 11101,40.7443091,-73.9418603,"{lng=-73.9418603, lat=40.7443091}",$3.25 
LIA COFFEE SHOP AND DELI 1176 GARRISON AVENUE New York NY 10474,40.8205255,-73.8880176,"{lng=-73.88801760000001, lat=40.8205255}",$3.75 
JOSHUE Deli & Juice Bar 173 WEST BURNSIDE AVENUE New York NY 10453,40.8539844,-73.9146457,"{lng=-73.91464570000001, lat=40.8539844}",$5.50 
ANGELOS PIZZA & DELI 3219 GREENPOINT AVENUE New York NY 11101,40.735424,-73.935705,"{lng=-73.935705, lat=40.73542399999999}",$6.00 
CAFE MADELINE 1603 CORTELYOU ROAD New York NY 11226,40.641881,-73.96339,"{lng=-73.96338999999999, lat=40.641881}",$3.75 
RICHMOND BAGEL & GOURMET DELI 4244 HYLAN BOULEVARD New York NY 10312,40.536415,-74.151024,"{lng=-74.15102399999999, lat=40.536415}",$6.50 
PK DELICATESSEN 149-34 GUY R BREWER BOULEVARD New York NY 11434,40.657108,-73.7677549,"{lng=-73.7677549, lat=40.657108}",$5.50 
LA CANTINELLA PIZZA & DELI 19-46 37 STREET New York NY 11105,40.7787902,-73.9065883,"{lng=-73.9065883, lat=40.7787902}",$6.50 
SUPERKING GOURMET DELI 3214 3 AVENUE New York NY 10451,40.8187386,-73.9271644,"{lng=-73.9271644, lat=40.8187386}",$6.25 
SONNY'S GOURMET DELI 4553 ARTHUR KILL ROAD New York NY 10309,40.5319271,-74.2391023,"{lng=-74.2391023, lat=40.5319271}",$3.25 
DOUBLE DELIGHT CHINESE RESTAURANT 7802 17 AVENUE New York NY 11214,40.6042332,-74.0025999,"{lng=-74.00259989999999, lat=40.6042332}",$4.75 
SIDELINES LUNCHEONETTE 1932 STILLWELL AVENUE New York NY 11223,40.5995539,-73.9858167,"{lng=-73.9858167, lat=40.5995539}",$3.25 
TORI'S FAMOUS SAUCES DELI & RESTAURANT 6002 FOSTER AVENUE New York NY 11236,40.640231,-73.918947,"{lng=-73.918947, lat=40.640231}",$3.50 
TASTE DELI AND GRILL 107-02 101 AVENUE New York NY 11416,40.6853768,-73.8492576,"{lng=-73.8492576, lat=40.6853768}",$3.00 
Ferrara's Deli & Grill 184 MASPETH AVENUE New York NY 11211,40.716826,-73.935255,"{lng=-73.935255, lat=40.716826}",$4.00 
JOE'S PIZZERIA RESTAURANT & DELI 6116 FLUSHING AVENUE New York NY 11378,40.7212065,-73.9033673,"{lng=-73.9033673, lat=40.7212065}",$5.25 
CROSS BAY DELI & GRILL 105-10 CROSSBAY BOULEVARD New York NY 11417,40.7048296,-73.8160989,"{lng=-73.8160989, lat=40.7048296}",$3.25 
MIKE'S DELI 321 WEST 42 STREET New York NY 10036,40.7602619,-73.9932872,"{lng=-73.9932872, lat=40.7602619}",$5.00 
2 PALMITAS MEXICAN DELI 10915 JAMAICA AVENUE New York NY 11418,40.7022714,-73.8194861,"{lng=-73.81948609999999, lat=40.7022714}",$4.75 
LOS POBLANITOS DELI GROCERY GRILL 10261 JAMAICA AVENUE New York NY 11418,40.7022719,-73.8194823,"{lng=-73.81948229999999, lat=40.7022719}",$6.25 
PANDA DELIGHT INC CHINESE RESTAURANT 121 SMITH STREET New York NY 11201,40.687601,-73.9896,"{lng=-73.9896, lat=40.687601}",$5.00 
JOHN'S CAFE DELI 1962 FLUSHING AVENUE New York NY 11385,40.712993,-73.916502,"{lng=-73.916502, lat=40.712993}",$3.25 
BENY'S DELICE 567 VANDERBILT AVENUE New York NY 11238,40.680689,-73.967446,"{lng=-73.967446, lat=40.680689}",$5.25 
AGAVE DELI GROCERY 252 KINGS HIGHWAY New York NY 11223,40.605064,-73.9813829,"{lng=-73.9813829, lat=40.605064}",$3.50 
DOSA DELIGHT 35-66 73 STREET New York NY 11372,40.7527924,-73.8801301,"{lng=-73.8801301, lat=40.7527924}",$6.75 
DOMAND DELICATESSAN 1301 CASTLE HILL AVE New York NY 10462,40.83451,-73.852254,"{lng=-73.852254, lat=40.83451}",$5.75 
DELICIOUS FRUITS 1820 GRAND CONCOURSE New York NY 10457,40.847254,-73.90754,"{lng=-73.90754, lat=40.847254}",$4.75 
CHINESE DELIGHT LUCKY COMING 2387 WASHINGTON AVENUE New York NY 10458,40.8575054,-73.8914452,"{lng=-73.89144519999999, lat=40.8575054}",$3.75 
DELI DOROJ FRIED CHICKEN AND PIZZA 2637 86 STREET New York NY 11223,40.6009233,-73.977126,"{lng=-73.977126, lat=40.6009233}",$5.00 
MARCO POLO PIZZA & DELI 1289 MADISON AVENUE New York NY 10128,40.7843827,-73.9559444,"{lng=-73.95594439999999, lat=40.78438269999999}",$3.00 
DELICIOUS JUICE BAR 832 WESTCHESTER AVENUE New York NY 10455,40.8191659,-73.9022782,"{lng=-73.9022782, lat=40.8191659}",$6.50 
FRESH DELIGHT 1 RICHMOND TERRACE New York NY 10301,40.6457369,-74.073156,"{lng=-74.073156, lat=40.6457369}",$3.00 
DELICIAS PIZZA AND CHICKEN 141-20 HOLLY AVENUE New York NY 11355,40.751569,-73.817238,"{lng=-73.817238, lat=40.751569}",$5.50 
374 DELI 374 8 AVNUE New York NY 10001,40.7536854,-73.9991637,"{lng=-73.9991637, lat=40.75368539999999}",$3.00 
