id,Name,Lat,Long,Lat/Long,Price,boro_name,shape_area,shape_leng,boro_code
1155,LITTLE POLAND RESTAURANT 200 2 AVENUE New York NY 10003,40.732253499999999,-73.987410499999996,"{lng=-73.9874105, lat=40.7322535}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1158,HOT & CRUSTY BAKERY 84 EAST 42 STREET New York NY 10017,40.751984600000000,-73.969779500000001,"{lng=-73.9697795, lat=40.7519846}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1159,IL VIOLINO 180 COLUMBUS AVENUE New York NY 10023,40.775067000000000,-73.980872000000005,"{lng=-73.98087199999999, lat=40.775067}",$4.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1160,ANNIE MOORE'S RESTAURANT 50 EAST 43 STREET New York NY 10017,40.751984600000000,-73.969779500000001,"{lng=-73.9697795, lat=40.7519846}",$3.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1165,TWO BOOTS TO GO-GO 74 BLEEKER STREET New York NY 10012,40.726260300000000,-73.995684400000002,"{lng=-73.9956844, lat=40.7262603}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1166,MENDY'S 10 PARK AVENUE New York NY 10016,40.747356300000000,-73.981484499999993,"{lng=-73.9814845, lat=40.7473563}",$3.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1168,MANNA HOUSE 125 MOTT STREET New York NY 10013,40.718197400000001,-73.997147299999995,"{lng=-73.9971473, lat=40.71819740000001}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1173,APROVECHO 1229 1 AVENUE New York NY 10065,40.764523900000000,-73.962432699999994,"{lng=-73.96243270000001, lat=40.7645239}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1176,CAROLINE'S ON BROADWAY 750 7 AVENUE New York NY 10019,40.768697299999999,-73.991818100000003,"{lng=-73.9918181, lat=40.7686973}",$5.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1180,JING FONG RESTAURANT 20 ELIZABETH STREET New York NY 10013,40.716041599999997,-73.997033400000007,"{lng=-73.99703339999999, lat=40.7160416}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1181,CITY PIE 166 WEST 72 STREET New York NY 10023,40.776905900000003,-73.980064499999997,"{lng=-73.9800645, lat=40.7769059}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1185,LANGANS BAR & RESTAURANT 150 WEST 47 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1187,DA NICO RESTAURANT 164 MULBERRY STREET New York NY 10013,40.719625999999998,-73.996904999999998,"{lng=-73.996905, lat=40.719626}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1189,CARMINE'S 200 WEST 44 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1192,EUROPA CAFE 205 WEST 57 STREET New York NY 10019,40.768697299999999,-73.991818100000003,"{lng=-73.9918181, lat=40.7686973}",$5.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1193,LA DINASTIA 4059 BROADWAY New York NY 10032,40.843170299999997,-73.939447099999995,"{lng=-73.9394471, lat=40.8431703}",$5.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1194,EL REY DE LA CARIDAD 973 AMSTERDAM AVENUE New York NY 10025,40.801451999999998,-73.964585000000000,"{lng=-73.964585, lat=40.801452}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1195,BOOTH THEATER 220 WEST 45 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1198,ESS-A-BAGEL 831 THIRD AVENUE New York NY 10022,40.759394100000002,-73.969779500000001,"{lng=-73.9697795, lat=40.7593941}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1200,CAFFE ROMA 385 BROOME STREET New York NY 10013,40.720230999999998,-73.996799899999999,"{lng=-73.9967999, lat=40.720231}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1202,VILLAGE PIZZA 65 8 AVENUE New York NY 10014,40.736613800000001,-74.009447100000003,"{lng=-74.0094471, lat=40.7366138}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1203,WINTER GARDEN THEATER 1634 BROADWAY New York NY 10019,40.761748400000002,-73.983582999999996,"{lng=-73.983583, lat=40.76174839999999}",$3.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1204,LUNT FONTANNE THEATER 205 WEST 46 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1205,DON PEPIS DELICATESSEN 0 AMTRAK LEVEL New York NY 10001,40.753685400000002,-73.999163699999997,"{lng=-73.9991637, lat=40.75368539999999}",$5.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1206,IRISH EYE BAR 5008 BROADWAY New York NY 10034,40.868597000000001,-73.917581999999996,"{lng=-73.917582, lat=40.868597}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1207,AUCTION HOUSE 300 EAST 89 STREET New York NY 10128,40.782603899999998,-73.950677400000004,"{lng=-73.9506774, lat=40.7826039}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1209,MONTEBELLO RESTAURANT 120 EAST 56 STREET New York NY 10022,40.759394100000002,-73.969779500000001,"{lng=-73.9697795, lat=40.7593941}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1210,O'NIEALS 174 GRAND STREET New York NY 10013,40.719710900000003,-73.997849000000002,"{lng=-73.997849, lat=40.7197109}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1211,NOBU 105 HUDSON STREET New York NY 10013,40.721786100000003,-74.009447100000003,"{lng=-74.0094471, lat=40.7217861}",$3.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1212,MCDONALD'S 237987 ADAM CLAYTON POWELL BOULEVARD New York NY 10030,40.817501600000000,-73.941986900000003,"{lng=-73.9419869, lat=40.8175016}",$4.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1213,CORNER CAFE AND BAKERY 1645/1659 THIRD AVENUE New York NY 10128,40.783217000000000,-73.950747699999994,"{lng=-73.9507477, lat=40.783217}",$3.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1215,THE MUFFINS SHOP 222 COLUMBUS AVENUE New York NY 10023,40.776236400000002,-73.979698999999997,"{lng=-73.979699, lat=40.77623639999999}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1218,MEDITERRANEO 1260 2 AVENUE New York NY 10065,40.764523900000000,-73.962432699999994,"{lng=-73.96243270000001, lat=40.7645239}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1220,TAJIN RESTAURANT 85 GREENWICH STREET New York NY 10006,40.707661199999997,-74.013453900000002,"{lng=-74.0134539, lat=40.7076612}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1221,LE MARAIS 150 WEST 46 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1224,SALISBURY HOTEL 123 WEST 57 STREET New York NY 10019,40.768697299999999,-73.991818100000003,"{lng=-73.9918181, lat=40.7686973}",$3.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1226,MANHATTAN ESPRESSO 146 EAST 49 STREET New York NY 10017,40.751984600000000,-73.969779500000001,"{lng=-73.9697795, lat=40.7519846}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1227,THE GINGER MAN 11 EAST 36 STREET New York NY 10016,40.747270000000000,-73.980064499999997,"{lng=-73.9800645, lat=40.74727}",$3.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1228,THE CENTRAL BAR 109 EAST 9 STREET New York NY 10003,40.732253499999999,-73.987410499999996,"{lng=-73.9874105, lat=40.7322535}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1229,EL CASTILLO DE MADISON 207 MADISON STREET New York NY 10002,40.712919900000003,-73.989577999999995,"{lng=-73.989578, lat=40.7129199}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1230,CIBO 767 2 AVENUE New York NY 10017,40.751984600000000,-73.969779500000001,"{lng=-73.9697795, lat=40.7519846}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1233,NANCY LEE'S PIG HEAVEN 1540 2 AVENUE New York NY 10028,40.776641200000000,-73.952146799999994,"{lng=-73.9521468, lat=40.77664120000001}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1238,MICHAEL'S 24 WEST 55 STREET New York NY 10019,40.753433000000001,-73.997331000000003,"{lng=-73.997331, lat=40.753433}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1241,THE MERCURY LOUNGE 217 EAST HOUSTON STREET New York NY 10002,40.713509700000003,-73.985941400000002,"{lng=-73.9859414, lat=40.7135097}",$4.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1242,THE RIVER CLUB 447 EAST 52 STREET New York NY 10022,40.759394100000002,-73.969779500000001,"{lng=-73.9697795, lat=40.7593941}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1244,EVERGREEN RESTAURANT 145 WEST 47 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1246,CREDIT AGRICOLE-CBI EXECUTIVE ROOM 1301 AVENUE OF THE AMERICAS New York NY 10019,40.761697099999999,-73.980126299999995,"{lng=-73.9801263, lat=40.7616971}",$5.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1247,KNICKERBOCKER CLUB 2 EAST 62 STREET New York NY 10065,40.764523900000000,-73.962432699999994,"{lng=-73.96243270000001, lat=40.7645239}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1248,ANGLERS CLUB OF NEW YORK 101 BROAD STREET New York NY 10004,40.703293100000003,-74.011294100000001,"{lng=-74.0112941, lat=40.7032931}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1251,PIZZA PARK 1233 FIRST AVENUE New York NY 10065,40.764462899999998,-73.958744600000003,"{lng=-73.9587446, lat=40.7644629}",$5.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1253,MILL KOREAN RESTAURANT 2895 BROADWAY New York NY 10025,40.806166599999997,-73.965857099999994,"{lng=-73.9658571, lat=40.8061666}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1254,VIRGIL'S BBQ 152 WEST 44 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$4.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1255,TOAD HALL 57 GRAND STREET New York NY 10013,40.722085100000001,-74.003653200000002,"{lng=-74.0036532, lat=40.7220851}",$4.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1259,MORTON'S STEAKHOUSE 5 EAST 45 STREET New York NY 10017,40.751984600000000,-73.969779500000001,"{lng=-73.9697795, lat=40.7519846}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1262,BARRACUDA BAR 275 WEST 22 STREET New York NY 10011,40.744593999999999,-73.998305000000002,"{lng=-73.998305, lat=40.744594}",$3.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1263,MIKES PIZZA 415 SECOND AVENUE New York NY 10010,40.738451499999996,-73.980758100000003,"{lng=-73.9807581, lat=40.7384515}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1267,THE TAP ROOM 1 WEST 54 STREET New York NY 10019,40.768697299999999,-73.991818100000003,"{lng=-73.9918181, lat=40.7686973}",$5.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1268,CLEARY GOTTLIEB 1 LIBERTY PLAZA New York NY 10006,40.709699100000002,-74.010824299999996,"{lng=-74.0108243, lat=40.7096991}",$5.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1269,METRO DINER 2641 BROADWAY New York NY 10025,40.797485999999999,-73.970230999999998,"{lng=-73.970231, lat=40.797486}",$3.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1272,GOOD SHEPHERD SERVICES 337 EAST 17 STREET New York NY 10003,40.732253499999999,-73.987410499999996,"{lng=-73.9874105, lat=40.7322535}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1276,DOC WATSONS 1490 2 AVENUE New York NY 10075,40.772843199999997,-73.955820399999993,"{lng=-73.9558204, lat=40.7728432}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1277,LA DELICE PASTRY SHOP 372 3 AVENUE New York NY 10016,40.747270000000000,-73.980064499999997,"{lng=-73.9800645, lat=40.74727}",$5.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1278,PHOENIX GARDEN 242 EAST 40 STREET New York NY 10016,40.747270000000000,-73.980064499999997,"{lng=-73.9800645, lat=40.74727}",$5.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1280,DYCKMAN BAR 221 DYCKMAN STREET New York NY 10034,40.865790699999998,-73.927494300000006,"{lng=-73.92749429999999, lat=40.8657907}",$3.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1282,CONNOLLY'S PUB 14 EAST 47 STREET New York NY 10017,40.751984600000000,-73.969779500000001,"{lng=-73.9697795, lat=40.7519846}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1285,SAN MARTIN 143 EAST 49 STREET New York NY 10017,40.751984600000000,-73.969779500000001,"{lng=-73.9697795, lat=40.7519846}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1867,WINE BAR 65 2 AVENUE New York NY 10003,40.732253499999999,-73.987410499999996,"{lng=-73.9874105, lat=40.7322535}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1286,STARBUCKS COFFEE 1559 SECOND AVENUE New York NY 10028,40.776641200000000,-73.952146799999994,"{lng=-73.9521468, lat=40.77664120000001}",$3.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1287,JOSEPH'S RISTORANTE 3 HANOVER SQUARE New York NY 10004,40.705032400000000,-74.009733800000006,"{lng=-74.00973379999999, lat=40.7050324}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1288,LE MIRAGE CAFE 20 WEST 43 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1291,ACE BAR 531 EAST 5 STREET New York NY 10009,40.727504300000000,-73.980064499999997,"{lng=-73.9800645, lat=40.7275043}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1292,CHELSEA BREWING PIER 59 CHELSEA PIERS New York NY 10011,40.745751900000002,-74.008595400000004,"{lng=-74.0085954, lat=40.74575189999999}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1297,BLOCKHEAD'S BURRITOS 499 3 AVENUE New York NY 10016,40.747270000000000,-73.980064499999997,"{lng=-73.9800645, lat=40.74727}",$6.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1300,SOHO GRAND HOTEL 310 WEST BROADWAY New York NY 10013,40.721986000000001,-74.004306000000000,"{lng=-74.004306, lat=40.721986}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1301,CAFE BARI 529 BROADWAY New York NY 10012,40.723284999999997,-73.999007599999999,"{lng=-73.9990076, lat=40.723285}",$3.50,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1302,RICK'S CABARET 50 WEST 33 STREET New York NY 10001,40.753685400000002,-73.999163699999997,"{lng=-73.9991637, lat=40.75368539999999}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1304,CAFE EUROPA 1177 AVENUE OF THE AMERICAS New York NY 10036,40.757235000000001,-73.982881000000006,"{lng=-73.98288099999999, lat=40.757235}",$5.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1305,MOM'S PIZZA BURGER GYRO 15 AVENUE D New York NY 10009,40.720560900000002,-73.978550700000000,"{lng=-73.9785507, lat=40.7205609}",$5.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1307,AMY'S BREAD 672 9 AVENUE New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1310,FREDDIE & PEPPER'S PIZZA 303 AMSTERDAM AVENUE New York NY 10023,40.780028100000003,-73.980332799999999,"{lng=-73.9803328, lat=40.7800281}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1311,ARTE RESTAURANT 21 EAST 9 STREET New York NY 10003,40.732253499999999,-73.987410499999996,"{lng=-73.9874105, lat=40.7322535}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1312,ACAPPELLA RESTAURANT 1 HUDSON STREET New York NY 10013,40.715763000000003,-74.009398000000004,"{lng=-74.00939799999999, lat=40.715763}",$5.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1313,9TH AVE SALOON 656 9 AVENUE New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$3.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1314,CREATIVE CAKES 400 EAST 74 STREET New York NY 10021,40.770070300000000,-73.958024600000002,"{lng=-73.9580246, lat=40.7700703}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1317,ANYWAY CAFE 34 EAST 2 STREET New York NY 10003,40.732253499999999,-73.987410499999996,"{lng=-73.9874105, lat=40.7322535}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1319,TRATTORIA DOPO TEATRO 125 WEST 44 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$4.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1322,FIGARO 28 WEST 44 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$5.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1324,BERNARD B JACOBS THEATER 242 WEST 45 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$5.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1325,THE BUBBLE LOUNGE 228 WEST BROADWAY New York NY 10013,40.719455699999997,-74.006358100000000,"{lng=-74.0063581, lat=40.7194557}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1328,FRESCO 34 EAST 52 STREET New York NY 10022,40.759394100000002,-73.969779500000001,"{lng=-73.9697795, lat=40.7593941}",$4.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1330,CAFE GITANE 270 LAFAYETTE STREET New York NY 10012,40.725063200000001,-73.997694600000003,"{lng=-73.9976946, lat=40.7250632}",$3.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1332,GERSHWIN THEATRE 222 WEST 51 STREET New York NY 10019,40.768697299999999,-73.991818100000003,"{lng=-73.9918181, lat=40.7686973}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1333,NEDERLANDER THEATER BA 208 WEST 41 STREET New York NY 10036,40.760261900000003,-73.993287199999997,"{lng=-73.9932872, lat=40.7602619}",$4.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1334,STARBUCKS COFFEE 1445 1 AVENUE New York NY 10021,40.770070300000000,-73.958024600000002,"{lng=-73.9580246, lat=40.7700703}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1335,TURKISH KITCHEN 386 3 AVENUE New York NY 10016,40.747270000000000,-73.980064499999997,"{lng=-73.9800645, lat=40.74727}",$5.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1336,CAFE MADISON 51 MADISON AVENUE New York NY 10010,40.743119399999998,-73.986059699999998,"{lng=-73.9860597, lat=40.7431194}",$3.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1338,MATT'S GRILL RESTAURANT 932 8 AVENUE New York NY 10019,40.768697299999999,-73.991818100000003,"{lng=-73.9918181, lat=40.7686973}",$4.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1339,LA ISLA RESTAURANT 1883 THIRD AVENUE New York NY 10029,40.790225000000000,-73.945239999999998,"{lng=-73.94524, lat=40.790225}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1342,FOOD MART DELI 1321 YORK AVENUE New York NY 10021,40.765955800000000,-73.954409600000005,"{lng=-73.95440959999999, lat=40.7659558}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1344,PICK-A-BAGEL 297 3 AVENUE New York NY 10010,40.738831900000001,-73.981533700000000,"{lng=-73.98153370000001, lat=40.7388319}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1345,CHAT N CHEW 10 EAST 16 STREET New York NY 10003,40.732253499999999,-73.987410499999996,"{lng=-73.9874105, lat=40.7322535}",$4.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1346,TREVI DELI 48 UNION SQUARE EAST New York NY 10003,40.736167000000002,-73.989214799999999,"{lng=-73.9892148, lat=40.73616699999999}",$3.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1347,OLIVE GARDEN ITALIAN RESTAURANT 2 TIMES SQUARE New York NY 10036,40.759681399999998,-73.984723500000001,"{lng=-73.9847235, lat=40.7596814}",$6.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1349,RESTIVO RISTORANTE 209 7 AVENUE New York NY 10011,40.746496899999997,-74.009447100000003,"{lng=-74.0094471, lat=40.7464969}",$6.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1352,JUDGE ROY BEAN 38 WEST 56 STREET New York NY 10019,40.768697299999999,-73.991818100000003,"{lng=-73.9918181, lat=40.7686973}",$3.75,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1355,STARBUCKS COFFEE 1117 LEXINGTON AVENUE New York NY 10075,40.772843199999997,-73.955820399999993,"{lng=-73.9558204, lat=40.7728432}",$6.00,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
1357,BUS STOP RESTAURANT 3341 BROADWAY New York NY 10031,40.820446599999997,-73.955362399999999,"{lng=-73.9553624, lat=40.8204466}",$3.25,Manhattan,636453844.4090000400000000000000000000000,358410.6352850000300000000000000000000,1.0000000000000000000000000000000
